Timestamp,Source Ip,Level,Message,Category
2025-11-22 00:59:41,103.141.25.165,Critical,[2025-11-22 00:59:41] [Critical] 103.141.25.165 - SQL Injection Detected (SIM),Security
2025-11-22 00:59:39,103.128.40.235,Critical,[2025-11-22 00:59:39] [Critical] 103.128.40.235 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:59:10,103.161.116.67,Critical,[2025-11-22 00:59:10] [Error] 103.161.116.67 - Root Login Failed (SIM),Security
2025-11-22 00:58:41,103.119.34.232,Critical,[2025-11-22 00:58:41] [Critical] 103.119.34.232 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:58:20,103.126.185.89,Critical,[2025-11-22 00:58:20] [Error] 103.126.185.89 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:58:08,103.113.129.186,Error,[2025-11-22 00:58:08] [Error] 103.113.129.186 - SQL Injection Detected (SIM),Application
2025-11-22 00:57:44,103.163.145.39,Critical,[2025-11-22 00:57:44] [Critical] 103.163.145.39 - SQL Injection Detected (SIM),Security
2025-11-22 00:57:21,103.123.50.126,Error,[2025-11-22 00:57:21] [Error] 103.123.50.126 - Unauthorized access (SIM),Application
2025-11-22 00:57:12,103.182.57.9,Critical,[2025-11-22 00:57:12] [Critical] 103.182.57.9 - SQL Injection Detected (SIM),Security
2025-11-22 00:56:59,103.149.45.123,Critical,[2025-11-22 00:56:59] [Critical] 103.149.45.123 - SQL Injection Detected (SIM),Security
2025-11-22 00:56:08,103.190.112.49,Critical,[2025-11-22 00:56:08] [Warn] 103.190.112.49 - Root Login Failed (SIM),Security
2025-11-22 00:55:57,103.169.214.147,Critical,[2025-11-22 00:55:57] [Critical] 103.169.214.147 - Unauthorized access (SIM),Security
2025-11-22 00:55:40,103.101.182.249,Critical,[2025-11-22 00:55:40] [Critical] 103.101.182.249 - Root Login Failed (SIM),Security
2025-11-22 00:55:32,103.137.167.134,Critical,[2025-11-22 00:55:32] [Critical] 103.137.167.134 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:55:13,103.153.140.143,Error,[2025-11-22 00:55:13] [Warn] 103.153.140.143 - SQL Injection Detected (SIM),Application
2025-11-22 00:54:49,103.125.247.96,Critical,[2025-11-22 00:54:49] [Error] 103.125.247.96 - Root Login Failed (SIM),Security
2025-11-22 00:54:15,103.107.26.24,Error,[2025-11-22 00:54:15] [Warn] 103.107.26.24 - SQL Injection Detected (SIM),Application
2025-11-22 00:53:46,103.192.56.109,Critical,[2025-11-22 00:53:46] [Error] 103.192.56.109 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:53:20,103.117.50.40,Critical,[2025-11-22 00:53:20] [Critical] 103.117.50.40 - SQL Injection Detected (SIM),Security
2025-11-22 00:52:53,103.153.175.95,Critical,[2025-11-22 00:52:53] [Critical] 103.153.175.95 - SQL Injection Detected (SIM),Security
2025-11-22 00:52:48,103.187.43.126,Critical,[2025-11-22 00:52:48] [Error] 103.187.43.126 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:52:46,103.180.248.124,Critical,[2025-11-22 00:52:46] [Critical] 103.180.248.124 - Root Login Failed (SIM),Security
2025-11-22 00:52:42,103.154.132.69,Critical,[2025-11-22 00:52:42] [Error] 103.154.132.69 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:52:21,103.136.242.169,Warn,[2025-11-22 00:52:21] [Warn] 103.136.242.169 - Unauthorized access (SIM),Network
2025-11-22 00:52:06,103.102.48.250,Critical,[2025-11-22 00:52:06] [Warn] 103.102.48.250 - Root Login Failed (SIM),Security
2025-11-22 00:51:31,103.105.165.30,Critical,[2025-11-22 00:51:31] [Critical] 103.105.165.30 - SQL Injection Detected (SIM),Security
2025-11-22 00:51:29,103.113.236.163,Warn,[2025-11-22 00:51:29] [Warn] 103.113.236.163 - Unauthorized access (SIM),Network
2025-11-22 00:50:54,103.182.209.53,Warn,[2025-11-22 00:50:54] [Warn] 103.182.209.53 - Unauthorized access (SIM),Network
2025-11-22 00:50:45,103.110.156.111,Critical,[2025-11-22 00:50:45] [Critical] 103.110.156.111 - Unauthorized access (SIM),Security
2025-11-22 00:50:25,103.147.66.254,Critical,[2025-11-22 00:50:25] [Warn] 103.147.66.254 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:49:55,103.157.162.252,Critical,[2025-11-22 00:49:55] [Critical] 103.157.162.252 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:49:45,103.127.69.217,Critical,[2025-11-22 00:49:45] [Warn] 103.127.69.217 - Root Login Failed (SIM),Security
2025-11-22 00:49:33,103.110.90.169,Warn,[2025-11-22 00:49:33] [Warn] 103.110.90.169 - Unauthorized access (SIM),Network
2025-11-22 00:48:54,103.111.177.201,Critical,[2025-11-22 00:48:54] [Critical] 103.111.177.201 - Unauthorized access (SIM),Security
2025-11-22 00:48:38,103.174.211.180,Critical,[2025-11-22 00:48:38] [Error] 103.174.211.180 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:48:05,103.142.14.28,Error,[2025-11-22 00:48:05] [Error] 103.142.14.28 - Unauthorized access (SIM),Application
2025-11-22 00:47:57,103.175.156.201,Critical,[2025-11-22 00:47:57] [Error] 103.175.156.201 - Root Login Failed (SIM),Security
2025-11-22 00:47:45,103.169.230.196,Critical,[2025-11-22 00:47:45] [Warn] 103.169.230.196 - Root Login Failed (SIM),Security
2025-11-22 00:47:15,103.191.54.2,Critical,[2025-11-22 00:47:15] [Warn] 103.191.54.2 - Root Login Failed (SIM),Security
2025-11-22 00:46:55,103.141.172.25,Critical,[2025-11-22 00:46:55] [Warn] 103.141.172.25 - Root Login Failed (SIM),Security
2025-11-22 00:46:30,103.124.255.66,Error,[2025-11-22 00:46:30] [Error] 103.124.255.66 - Unauthorized access (SIM),Application
2025-11-22 00:46:24,103.115.57.126,Critical,[2025-11-22 00:46:24] [Warn] 103.115.57.126 - Root Login Failed (SIM),Security
2025-11-22 00:46:16,103.164.10.140,Critical,[2025-11-22 00:46:16] [Critical] 103.164.10.140 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:46:08,103.200.164.196,Critical,[2025-11-22 00:46:08] [Critical] 103.200.164.196 - SQL Injection Detected (SIM),Security
2025-11-22 00:46:00,103.184.78.234,Error,[2025-11-22 00:46:00] [Warn] 103.184.78.234 - SQL Injection Detected (SIM),Application
2025-11-22 00:45:29,103.161.98.165,Warn,[2025-11-22 00:45:29] [Warn] 103.161.98.165 - Unauthorized access (SIM),Network
2025-11-22 00:45:09,103.187.166.162,Critical,[2025-11-22 00:45:09] [Critical] 103.187.166.162 - Unauthorized access (SIM),Security
2025-11-22 00:45:05,103.153.248.88,Critical,[2025-11-22 00:45:05] [Critical] 103.153.248.88 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:44:56,103.157.73.142,Critical,[2025-11-22 00:44:56] [Critical] 103.157.73.142 - Unauthorized access (SIM),Security
2025-11-22 00:44:54,103.103.222.62,Error,[2025-11-22 00:44:54] [Warn] 103.103.222.62 - SQL Injection Detected (SIM),Application
2025-11-22 00:44:52,103.105.139.112,Critical,[2025-11-22 00:44:52] [Error] 103.105.139.112 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:44:50,103.106.137.78,Critical,[2025-11-22 00:44:50] [Critical] 103.106.137.78 - Unauthorized access (SIM),Security
2025-11-22 00:44:47,103.110.105.56,Critical,[2025-11-22 00:44:47] [Warn] 103.110.105.56 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:44:45,103.198.246.141,Error,[2025-11-22 00:44:45] [Warn] 103.198.246.141 - SQL Injection Detected (SIM),Application
2025-11-22 00:44:41,103.117.41.107,Critical,[2025-11-22 00:44:41] [Critical] 103.117.41.107 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:44:37,103.125.78.242,Critical,[2025-11-22 00:44:37] [Error] 103.125.78.242 - Root Login Failed (SIM),Security
2025-11-22 00:44:17,103.117.38.99,Critical,[2025-11-22 00:44:17] [Critical] 103.117.38.99 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:43:59,103.156.13.108,Critical,[2025-11-22 00:43:59] [Critical] 103.156.13.108 - Unauthorized access (SIM),Security
2025-11-22 00:43:50,103.196.37.219,Critical,[2025-11-22 00:43:50] [Critical] 103.196.37.219 - SQL Injection Detected (SIM),Security
2025-11-22 00:43:15,103.187.51.98,Error,[2025-11-22 00:43:15] [Error] 103.187.51.98 - SQL Injection Detected (SIM),Application
2025-11-22 00:42:58,103.148.65.89,Critical,[2025-11-22 00:42:58] [Critical] 103.148.65.89 - Root Login Failed (SIM),Security
2025-11-22 00:42:38,103.167.168.11,Error,[2025-11-22 00:42:38] [Error] 103.167.168.11 - SQL Injection Detected (SIM),Application
2025-11-22 00:42:21,103.188.50.80,Error,[2025-11-22 00:42:21] [Warn] 103.188.50.80 - SQL Injection Detected (SIM),Application
2025-11-22 00:41:58,103.162.143.203,Critical,[2025-11-22 00:41:58] [Warn] 103.162.143.203 - Root Login Failed (SIM),Security
2025-11-22 00:41:51,103.128.213.102,Error,[2025-11-22 00:41:51] [Error] 103.128.213.102 - SQL Injection Detected (SIM),Application
2025-11-22 00:41:47,103.121.172.208,Critical,[2025-11-22 00:41:47] [Error] 103.121.172.208 - Root Login Failed (SIM),Security
2025-11-22 00:41:42,103.191.109.144,Error,[2025-11-22 00:41:42] [Error] 103.191.109.144 - SQL Injection Detected (SIM),Application
2025-11-22 00:41:36,103.104.203.134,Critical,[2025-11-22 00:41:36] [Critical] 103.104.203.134 - SQL Injection Detected (SIM),Security
2025-11-22 00:41:35,103.105.95.70,Critical,[2025-11-22 00:41:35] [Warn] 103.105.95.70 - Root Login Failed (SIM),Security
2025-11-22 00:41:18,103.195.2.119,Critical,[2025-11-22 00:41:18] [Critical] 103.195.2.119 - SQL Injection Detected (SIM),Security
2025-11-22 00:41:04,103.139.143.38,Critical,[2025-11-22 00:41:04] [Warn] 103.139.143.38 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:40:50,103.137.137.22,Critical,[2025-11-22 00:40:50] [Warn] 103.137.137.22 - Root Login Failed (SIM),Security
2025-11-22 00:40:40,103.153.132.131,Critical,[2025-11-22 00:40:40] [Warn] 103.153.132.131 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:40:29,103.108.87.229,Critical,[2025-11-22 00:40:29] [Critical] 103.108.87.229 - Unauthorized access (SIM),Security
2025-11-22 00:40:09,103.187.100.243,Critical,[2025-11-22 00:40:09] [Warn] 103.187.100.243 - Root Login Failed (SIM),Security
2025-11-22 00:40:03,103.176.253.158,Error,[2025-11-22 00:40:03] [Error] 103.176.253.158 - SQL Injection Detected (SIM),Application
2025-11-22 00:39:58,103.180.98.90,Critical,[2025-11-22 00:39:58] [Critical] 103.180.98.90 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:39:34,103.173.112.139,Critical,[2025-11-22 00:39:34] [Warn] 103.173.112.139 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:39:20,103.197.132.183,Error,[2025-11-22 00:39:20] [Error] 103.197.132.183 - Unauthorized access (SIM),Application
2025-11-22 00:39:14,103.100.164.90,Critical,[2025-11-22 00:39:14] [Warn] 103.100.164.90 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:39:11,103.143.3.197,Critical,[2025-11-22 00:39:11] [Critical] 103.143.3.197 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:39:08,103.110.3.56,Critical,[2025-11-22 00:39:08] [Error] 103.110.3.56 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:38:50,103.118.78.212,Error,[2025-11-22 00:38:50] [Error] 103.118.78.212 - SQL Injection Detected (SIM),Application
2025-11-22 00:38:42,103.194.108.67,Error,[2025-11-22 00:38:42] [Warn] 103.194.108.67 - SQL Injection Detected (SIM),Application
2025-11-22 00:38:34,103.194.26.242,Error,[2025-11-22 00:38:34] [Error] 103.194.26.242 - Unauthorized access (SIM),Application
2025-11-22 00:38:29,103.106.63.122,Critical,[2025-11-22 00:38:29] [Error] 103.106.63.122 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:37:52,103.119.173.202,Critical,[2025-11-22 00:37:52] [Warn] 103.119.173.202 - Root Login Failed (SIM),Security
2025-11-22 00:37:46,103.176.250.183,Critical,[2025-11-22 00:37:46] [Error] 103.176.250.183 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:37:44,103.107.209.159,Critical,[2025-11-22 00:37:44] [Warn] 103.107.209.159 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:37:34,103.190.25.88,Critical,[2025-11-22 00:37:34] [Error] 103.190.25.88 - Root Login Failed (SIM),Security
2025-11-22 00:37:25,103.198.171.119,Critical,[2025-11-22 00:37:25] [Critical] 103.198.171.119 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:37:21,103.158.184.170,Warn,[2025-11-22 00:37:21] [Warn] 103.158.184.170 - Unauthorized access (SIM),Network
2025-11-22 00:37:17,103.127.114.14,Error,[2025-11-22 00:37:17] [Warn] 103.127.114.14 - SQL Injection Detected (SIM),Application
2025-11-22 00:37:13,103.178.200.5,Critical,[2025-11-22 00:37:13] [Error] 103.178.200.5 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:37:10,103.190.81.250,Error,[2025-11-22 00:37:10] [Error] 103.190.81.250 - SQL Injection Detected (SIM),Application
2025-11-22 00:37:01,103.185.220.232,Critical,[2025-11-22 00:37:01] [Critical] 103.185.220.232 - SQL Injection Detected (SIM),Security
2025-11-22 00:36:47,103.182.246.168,Critical,[2025-11-22 00:36:47] [Critical] 103.182.246.168 - SQL Injection Detected (SIM),Security
2025-11-22 00:36:42,103.134.72.200,Critical,[2025-11-22 00:36:42] [Error] 103.134.72.200 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:36:34,103.146.77.211,Critical,[2025-11-22 00:36:34] [Warn] 103.146.77.211 - Root Login Failed (SIM),Security
2025-11-22 00:36:32,103.176.74.189,Critical,[2025-11-22 00:36:32] [Critical] 103.176.74.189 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:36:27,103.109.206.112,Critical,[2025-11-22 00:36:27] [Critical] 103.109.206.112 - Root Login Failed (SIM),Security
2025-11-22 00:36:25,103.177.180.25,Critical,[2025-11-22 00:36:25] [Error] 103.177.180.25 - Root Login Failed (SIM),Security
2025-11-22 00:36:18,103.134.87.229,Critical,[2025-11-22 00:36:18] [Error] 103.134.87.229 - Root Login Failed (SIM),Security
2025-11-22 00:36:14,103.123.186.49,Warn,[2025-11-22 00:36:14] [Warn] 103.123.186.49 - Unauthorized access (SIM),Network
2025-11-22 00:36:03,103.104.139.14,Critical,[2025-11-22 00:36:03] [Critical] 103.104.139.14 - Unauthorized access (SIM),Security
2025-11-22 00:31:39,103.107.64.148,Critical,[2025-11-22 00:31:39] [Critical] 103.107.64.148 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:31:22,103.134.68.148,Error,[2025-11-22 00:31:22] [Error] 103.134.68.148 - Unauthorized access (SIM),Application
2025-11-22 00:31:08,103.130.139.160,Critical,[2025-11-22 00:31:08] [Critical] 103.130.139.160 - Root Login Failed (SIM),Security
2025-11-22 00:31:04,103.143.132.217,Error,[2025-11-22 00:31:04] [Error] 103.143.132.217 - SQL Injection Detected (SIM),Application
2025-11-22 00:31:02,103.176.196.213,Error,[2025-11-22 00:31:02] [Warn] 103.176.196.213 - SQL Injection Detected (SIM),Application
2025-11-22 00:30:20,103.153.167.115,Critical,[2025-11-22 00:30:20] [Critical] 103.153.167.115 - Root Login Failed (SIM),Security
2025-11-22 00:30:18,103.117.143.132,Critical,[2025-11-22 00:30:18] [Error] 103.117.143.132 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:30:14,103.168.66.158,Critical,[2025-11-22 00:30:14] [Warn] 103.168.66.158 - Root Login Failed (SIM),Security
2025-11-22 00:30:08,103.176.133.153,Critical,[2025-11-22 00:30:08] [Error] 103.176.133.153 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:30:03,103.177.133.96,Critical,[2025-11-22 00:30:03] [Error] 103.177.133.96 - Root Login Failed (SIM),Security
2025-11-22 00:29:11,103.172.98.38,Critical,[2025-11-22 00:29:11] [Warn] 103.172.98.38 - Root Login Failed (SIM),Security
2025-11-22 00:29:07,103.196.206.50,Critical,[2025-11-22 00:29:07] [Critical] 103.196.206.50 - Root Login Failed (SIM),Security
2025-11-22 00:29:02,103.110.229.146,Critical,[2025-11-22 00:29:02] [Error] 103.110.229.146 - Root Login Failed (SIM),Security
2025-11-22 00:28:38,103.152.109.250,Critical,[2025-11-22 00:28:38] [Warn] 103.152.109.250 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:28:15,103.157.31.5,Error,[2025-11-22 00:28:15] [Error] 103.157.31.5 - Unauthorized access (SIM),Application
2025-11-22 00:28:13,103.113.153.206,Critical,[2025-11-22 00:28:13] [Warn] 103.113.153.206 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:28:05,103.109.45.145,Error,[2025-11-22 00:28:05] [Error] 103.109.45.145 - Unauthorized access (SIM),Application
2025-11-22 00:27:54,103.133.178.95,Critical,[2025-11-22 00:27:54] [Critical] 103.133.178.95 - Unauthorized access (SIM),Security
2025-11-22 00:27:52,103.112.46.151,Critical,[2025-11-22 00:27:52] [Critical] 103.112.46.151 - Root Login Failed (SIM),Security
2025-11-22 00:27:40,103.107.149.127,Critical,[2025-11-22 00:27:40] [Warn] 103.107.149.127 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:27:19,103.126.204.254,Warn,[2025-11-22 00:27:19] [Warn] 103.126.204.254 - Unauthorized access (SIM),Network
2025-11-22 00:26:50,103.184.45.169,Critical,[2025-11-22 00:26:50] [Warn] 103.184.45.169 - Root Login Failed (SIM),Security
2025-11-22 00:26:48,103.177.198.80,Critical,[2025-11-22 00:26:48] [Critical] 103.177.198.80 - Root Login Failed (SIM),Security
2025-11-22 00:26:43,103.176.63.47,Critical,[2025-11-22 00:26:43] [Warn] 103.176.63.47 - Root Login Failed (SIM),Security
2025-11-22 00:26:39,103.197.13.76,Error,[2025-11-22 00:26:39] [Error] 103.197.13.76 - Unauthorized access (SIM),Application
2025-11-22 00:26:34,103.175.178.103,Critical,[2025-11-22 00:26:34] [Error] 103.175.178.103 - Root Login Failed (SIM),Security
2025-11-22 00:26:33,103.141.22.159,Error,[2025-11-22 00:26:33] [Error] 103.141.22.159 - Unauthorized access (SIM),Application
2025-11-22 00:26:30,103.139.245.234,Critical,[2025-11-22 00:26:30] [Warn] 103.139.245.234 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:26:19,103.162.41.7,Error,[2025-11-22 00:26:19] [Error] 103.162.41.7 - Unauthorized access (SIM),Application
2025-11-22 00:26:13,103.191.92.210,Critical,[2025-11-22 00:26:13] [Error] 103.191.92.210 - Root Login Failed (SIM),Security
2025-11-22 00:26:07,103.174.50.136,Error,[2025-11-22 00:26:07] [Error] 103.174.50.136 - Unauthorized access (SIM),Application
2025-11-22 00:25:37,103.134.132.137,Critical,[2025-11-22 00:25:37] [Critical] 103.134.132.137 - SQL Injection Detected (SIM),Security
2025-11-22 00:25:09,103.175.188.246,Critical,[2025-11-22 00:25:09] [Warn] 103.175.188.246 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:24:55,103.128.76.195,Error,[2025-11-22 00:24:55] [Error] 103.128.76.195 - SQL Injection Detected (SIM),Application
2025-11-22 00:24:49,103.153.208.176,Critical,[2025-11-22 00:24:49] [Error] 103.153.208.176 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:24:46,103.198.107.5,Critical,[2025-11-22 00:24:46] [Error] 103.198.107.5 - Root Login Failed (SIM),Security
2025-11-22 00:24:00,103.166.171.86,Critical,[2025-11-22 00:24:00] [Critical] 103.166.171.86 - Root Login Failed (SIM),Security
2025-11-22 00:23:34,103.141.71.193,Error,[2025-11-22 00:23:34] [Error] 103.141.71.193 - SQL Injection Detected (SIM),Application
2025-11-22 00:23:13,103.172.180.221,Error,[2025-11-22 00:23:13] [Error] 103.172.180.221 - SQL Injection Detected (SIM),Application
2025-11-22 00:23:09,103.152.90.209,Critical,[2025-11-22 00:23:09] [Critical] 103.152.90.209 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:22:49,103.116.153.101,Critical,[2025-11-22 00:22:49] [Critical] 103.116.153.101 - Unauthorized access (SIM),Security
2025-11-22 00:22:37,103.129.93.253,Critical,[2025-11-22 00:22:37] [Warn] 103.129.93.253 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:22:23,103.121.113.174,Critical,[2025-11-22 00:22:23] [Warn] 103.121.113.174 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:22:17,103.125.96.131,Critical,[2025-11-22 00:22:17] [Error] 103.125.96.131 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:22:11,103.129.138.66,Error,[2025-11-22 00:22:11] [Error] 103.129.138.66 - Unauthorized access (SIM),Application
2025-11-22 00:22:08,103.103.147.187,Critical,[2025-11-22 00:22:08] [Warn] 103.103.147.187 - Root Login Failed (SIM),Security
2025-11-22 00:22:06,103.143.170.231,Critical,[2025-11-22 00:22:06] [Critical] 103.143.170.231 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:20:05,103.111.77.141,Critical,[2025-11-22 00:20:05] [Error] 103.111.77.141 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:19:52,103.177.210.168,Critical,[2025-11-22 00:19:52] [Critical] 103.177.210.168 - SQL Injection Detected (SIM),Security
2025-11-22 00:02:29,103.167.208.148,Critical,[2025-11-22 00:02:29] [Warn] 103.167.208.148 - Root Login Failed (SIM),Security
2025-11-22 00:02:27,103.196.6.144,Critical,[2025-11-22 00:02:27] [Critical] 103.196.6.144 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:01:53,103.142.196.91,Critical,[2025-11-22 00:01:53] [Error] 103.142.196.91 - Root Login Failed (SIM),Security
2025-11-22 00:01:39,103.174.128.168,Critical,[2025-11-22 00:01:39] [Warn] 103.174.128.168 - Root Login Failed (SIM),Security
2025-11-22 00:01:23,103.171.211.62,Critical,[2025-11-22 00:01:23] [Critical] 103.171.211.62 - SQL Injection Detected (SIM),Security
2025-11-22 00:00:59,103.158.225.190,Critical,[2025-11-22 00:00:59] [Error] 103.158.225.190 - Root Login Failed (SIM),Security
2025-11-22 00:00:53,103.130.126.63,Critical,[2025-11-22 00:00:53] [Critical] 103.130.126.63 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:00:38,103.145.125.109,Critical,[2025-11-22 00:00:38] [Critical] 103.145.125.109 - Root Login Failed (SIM),Security
2025-11-22 00:00:32,103.106.9.205,Error,[2025-11-22 00:00:32] [Warn] 103.106.9.205 - SQL Injection Detected (SIM),Application
2025-11-22 00:00:28,103.131.48.200,Warn,[2025-11-22 00:00:28] [Warn] 103.131.48.200 - Unauthorized access (SIM),Network
2025-11-22 00:00:23,103.110.104.139,Error,[2025-11-22 00:00:23] [Error] 103.110.104.139 - SQL Injection Detected (SIM),Application
2025-11-22 00:00:21,103.197.32.132,Critical,[2025-11-22 00:00:21] [Warn] 103.197.32.132 - Denial of Service (DoS) (SIM),Security
2025-11-22 00:00:17,103.127.222.204,Critical,[2025-11-22 00:00:17] [Critical] 103.127.222.204 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:59:33,103.157.141.36,Critical,[2025-11-21 23:59:33] [Warn] 103.157.141.36 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:59:28,103.154.127.69,Critical,[2025-11-21 23:59:28] [Error] 103.154.127.69 - Root Login Failed (SIM),Security
2025-11-21 23:59:22,103.105.243.126,Error,[2025-11-21 23:59:22] [Error] 103.105.243.126 - SQL Injection Detected (SIM),Application
2025-11-21 23:59:20,103.119.133.90,Error,[2025-11-21 23:59:20] [Warn] 103.119.133.90 - SQL Injection Detected (SIM),Application
2025-11-21 23:58:49,103.127.79.241,Critical,[2025-11-21 23:58:49] [Warn] 103.127.79.241 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:58:34,103.156.58.141,Critical,[2025-11-21 23:58:34] [Critical] 103.156.58.141 - Unauthorized access (SIM),Security
2025-11-21 23:58:27,103.130.45.110,Warn,[2025-11-21 23:58:27] [Warn] 103.130.45.110 - Unauthorized access (SIM),Network
2025-11-21 23:58:02,103.144.237.153,Critical,[2025-11-21 23:58:02] [Critical] 103.144.237.153 - Root Login Failed (SIM),Security
2025-11-21 23:57:58,103.119.194.164,Error,[2025-11-21 23:57:58] [Warn] 103.119.194.164 - SQL Injection Detected (SIM),Application
2025-11-21 23:57:41,103.183.216.132,Critical,[2025-11-21 23:57:41] [Critical] 103.183.216.132 - Unauthorized access (SIM),Security
2025-11-21 23:57:32,103.192.144.87,Warn,[2025-11-21 23:57:32] [Warn] 103.192.144.87 - Unauthorized access (SIM),Network
2025-11-21 23:56:35,103.179.211.131,Warn,[2025-11-21 23:56:35] [Warn] 103.179.211.131 - Unauthorized access (SIM),Network
2025-11-21 23:56:30,103.181.121.24,Critical,[2025-11-21 23:56:30] [Critical] 103.181.121.24 - Root Login Failed (SIM),Security
2025-11-21 23:55:43,103.123.83.196,Critical,[2025-11-21 23:55:43] [Critical] 103.123.83.196 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:55:37,103.143.175.194,Critical,[2025-11-21 23:55:37] [Warn] 103.143.175.194 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:55:31,103.182.35.101,Error,[2025-11-21 23:55:31] [Error] 103.182.35.101 - Unauthorized access (SIM),Application
2025-11-21 23:55:20,103.138.56.180,Critical,[2025-11-21 23:55:20] [Critical] 103.138.56.180 - Root Login Failed (SIM),Security
2025-11-21 23:54:54,103.191.232.52,Critical,[2025-11-21 23:54:54] [Critical] 103.191.232.52 - Unauthorized access (SIM),Security
2025-11-21 23:54:47,103.135.119.10,Critical,[2025-11-21 23:54:47] [Critical] 103.135.119.10 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:54:34,103.160.253.8,Critical,[2025-11-21 23:54:34] [Warn] 103.160.253.8 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:54:31,103.100.74.29,Error,[2025-11-21 23:54:31] [Warn] 103.100.74.29 - SQL Injection Detected (SIM),Application
2025-11-21 23:54:11,103.105.6.211,Critical,[2025-11-21 23:54:11] [Critical] 103.105.6.211 - Unauthorized access (SIM),Security
2025-11-21 23:53:55,103.180.102.110,Critical,[2025-11-21 23:53:55] [Critical] 103.180.102.110 - Root Login Failed (SIM),Security
2025-11-21 23:53:52,103.154.195.71,Critical,[2025-11-21 23:53:52] [Critical] 103.154.195.71 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:53:50,103.116.170.145,Critical,[2025-11-21 23:53:50] [Critical] 103.116.170.145 - SQL Injection Detected (SIM),Security
2025-11-21 23:53:34,103.110.207.196,Critical,[2025-11-21 23:53:34] [Warn] 103.110.207.196 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:53:30,103.115.12.217,Error,[2025-11-21 23:53:30] [Warn] 103.115.12.217 - SQL Injection Detected (SIM),Application
2025-11-21 23:53:27,103.162.213.115,Critical,[2025-11-21 23:53:27] [Critical] 103.162.213.115 - Unauthorized access (SIM),Security
2025-11-21 23:52:31,103.113.227.109,Critical,[2025-11-21 23:52:31] [Error] 103.113.227.109 - Root Login Failed (SIM),Security
2025-11-21 23:52:18,103.162.179.222,Critical,[2025-11-21 23:52:18] [Critical] 103.162.179.222 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:52:11,103.177.1.155,Critical,[2025-11-21 23:52:11] [Error] 103.177.1.155 - Denial of Service (DoS) (SIM),Security
2025-11-21 23:52:02,103.186.120.194,Warn,[2025-11-21 23:52:02] [Warn] 103.186.120.194 - Unauthorized access (SIM),Network
